ProteinGroups,ProteinAccessions,Genes,ProteinDescriptions,UniProtIds,ProteinNames,FastaFiles,sample_01,sample_02,sample_03,sample_04,sample_05,sample_06,sample_07,sample_08,sample_09,sample_10,sample_11
Q9QZF2,Q9QZF2,Gpc1,Glypican-1,Q9QZF2,GPC1_MOUSE,UP000000589_mouse_reviewed_can_220920,470108.4688,494544.8438,444591.2188,444597.2188,433133.6875,380787.4375,427617.6563,459182.3438,410771.1563,457897.4063,477685.0313
Q9QZH3,Q9QZH3,Ppie,Peptidyl-prolyl cis-trans isomerase E,Q9QZH3,PPIE_MOUSE,UP000000589_mouse_reviewed_can_220920,90170.22656,96533.41406,81553.71875,82013.57813,104949.4609,95613.85156,69509.3125,101300.4531,91144.60156,81453.70313,57895.37109
Q9QZH6,Q9QZH6,Ecsit,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",Q9QZH6,ECSIT_MOUSE,UP000000589_mouse_reviewed_can_220920,249737.4375,229305.6406,234294.2656,231806.1563,204334.3906,234597.8906,230389.9375,225499.7344,201873.7969,190846.3125,211428.9531
Q9QZJ6,Q9QZJ6,Mfap5,Microfibrillar-associated protein 5,Q9QZJ6,MFAP5_MOUSE,UP000000589_mouse_reviewed_can_220920,214632.6406,188118.9063,173391.2188,190565.1719,182412.6719,192191.6875,159403.9688,143555.4063,191534.25,160788.9219,174335.7813
Q9QZM0,Q9QZM0,Ubqln2,Ubiquilin-2,Q9QZM0,UBQL2_MOUSE,UP000000589_mouse_reviewed_can_220920,80888.40625,77125.66406,88989.60938,82907.78906,71687.02344,73489.55469,79750.08594,67072.32813,84093.45313,60374.25781,66279.48438
Q9QZN4,Q9QZN4,Fbxo6,F-box only protein 6,Q9QZN4,FBX6_MOUSE,UP000000589_mouse_reviewed_can_220920,Filtered,Filtered,Filtered,4370.276855,Filtered,9052.701172,8869.039063,6360.335938,Filtered,Filtered,Filtered
Q9QZQ1,Q9QZQ1,Afdn,Afadin,Q9QZQ1,AFAD_MOUSE,UP000000589_mouse_reviewed_can_220920,223788.125,210524.375,209768.1719,212545.9219,223616.7813,205080.7344,209139.2813,201038.9375,179650.625,193391.3125,186886.7656
Q9QZQ8,Q9QZQ8,Macroh2a1,Core histone macro-H2A.1,Q9QZQ8,H2AY_MOUSE,UP000000589_mouse_reviewed_can_220920,609244.1875,517111.5938,440632.0938,538989.75,562652.625,648162.0625,532827.5,620822.0625,613446.3125,625373.1875,570610
Q9QZX7,Q9QZX7,Srr,Serine racemase,Q9QZX7,SRR_MOUSE,UP000000589_mouse_reviewed_can_220920,21357.90625,18628.71094,17706.53711,20084.35938,21419.58594,26408.31445,27173.9043,25474.32422,32222.79297,26237.92773,25521.11719
Q9QZZ6,Q9QZZ6,Dpt,Dermatopontin,Q9QZZ6,DERM_MOUSE,UP000000589_mouse_reviewed_can_220920,175592.7031,204831.8281,164344.2344,185705.75,203786.6563,134418,136897.5469,192628.6719,264769.4063,225324.6563,225994.7031
Q9R000,Q9R000,Itgb1bp2,Integrin beta-1-binding protein 2,Q9R000,ITBP2_MOUSE,UP000000589_mouse_reviewed_can_220920,43643.26172,42587.61719,53169.59766,50498.86719,41728.16016,51628.94922,46561.41797,52502.01172,44464.33984,44815.38281,39981.95313
Q9R013,Q9R013,Ctsf,Cathepsin F,Q9R013,CATF_MOUSE,UP000000589_mouse_reviewed_can_220920,163101.4219,157732.3594,167015.5313,167078.2344,152486.1563,88733.94531,132359.4219,120085.25,131812.4844,147204.7656,164690.2656
Q9R049,Q9R049,Amfr,E3 ubiquitin-protein ligase AMFR,Q9R049,AMFR_MOUSE,UP000000589_mouse_reviewed_can_220920,18867.36719,20905.85156,16939.80078,16373.6084,23918.47656,44414.95703,7605.42334,25411.91797,27370.22461,19861.22461,19240.87695
Q9R059,Q9R059,Fhl3,Four and a half LIM domains protein 3,Q9R059,FHL3_MOUSE,UP000000589_mouse_reviewed_can_220920,72863.30469,52839.5,48081.17969,55012.75781,50530.07031,56220.94531,58106.23047,45545.35938,40482.31641,33430.11719,42837.14844
Q9R060,Q9R060,Nubp1,Cytosolic Fe-S cluster assembly factor NUBP1,Q9R060,NUBP1_MOUSE,UP000000589_mouse_reviewed_can_220920,22060.29883,28148.59766,30222.7793,22392.65625,27433.48047,28598.48047,34171.65234,31860.24414,34848.84375,6956.570801,27292.03516
Q9R062,Q9R062,Gyg1,Glycogenin-1,Q9R062,GLYG_MOUSE,UP000000589_mouse_reviewed_can_220920,767895.4375,749130.6875,786657.875,754318.25,815684.375,754003.125,815261.125,809137.875,837844.625,751658.5625,737540.625
Q9R069,Q9R069,Bcam,Basal cell adhesion molecule,Q9R069,BCAM_MOUSE,UP000000589_mouse_reviewed_can_220920,554111.125,615095.75,548508.125,510942.9375,590495.625,525251.9375,564045.6875,616809.0625,588151.875,592610.5,640271.8125
Q9R078,Q9R078,Prkab1,5'-AMP-activated protein kinase subunit beta-1,Q9R078,AAKB1_MOUSE,UP000000589_mouse_reviewed_can_220920,107841.6953,121474.4609,124509.3984,112866.0234,112906.5625,52796.125,82102.08594,88481.63281,74443.375,89916.41406,92747.59375
Q9R099,Q9R099,Tbl2,Transducin beta-like protein 2,Q9R099,TBL2_MOUSE,UP000000589_mouse_reviewed_can_220920,27989.1543,34609.8125,33288.67969,23853.83984,29702.30469,38634.80469,15249.28809,36261.83203,55378.19141,34634.98438,31307.70117
Q9R0A0,Q9R0A0,Pex14,Peroxisomal membrane protein PEX14,Q9R0A0,PEX14_MOUSE,UP000000589_mouse_reviewed_can_220920,55923.72266,66028.85938,59203.44922,64176.69922,55897.89453,52236.37109,54603.75,57006.40234,61487.89453,69897.67188,56214.64453
Q9R0E1,Q9R0E1,Plod3,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,Q9R0E1,PLOD3_MOUSE,UP000000589_mouse_reviewed_can_220920,NaN,Filtered,Filtered,Filtered,563.3372803,Filtered,Filtered,Filtered,Filtered,Filtered,342.8921509
Q9R0E2,Q9R0E2,Plod1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Q9R0E2,PLOD1_MOUSE,UP000000589_mouse_reviewed_can_220920,46233.10938,43926.05469,45319.69922,46691.67578,48293.73828,41887.94141,27820.36523,22812.16016,26616.25391,19933.79102,21225.46484
Q9R0G6,Q9R0G6,Comp,Cartilage oligomeric matrix protein,Q9R0G6,COMP_MOUSE,UP000000589_mouse_reviewed_can_220920,32547.05469,31106.65234,36786.44922,41348.31641,51475.59766,44506.47266,36219.66797,41527.61719,40421.28906,41817.79297,37148.48828
Q9R0H0,Q9R0H0,Acox1,Peroxisomal acyl-coenzyme A oxidase 1,Q9R0H0,ACOX1_MOUSE,UP000000589_mouse_reviewed_can_220920,951856.375,1216220.375,1010736.313,968900.4375,1179710.875,853706.875,799247.625,846893.4375,1027472.063,1094109.75,991078.3125
Q9R0L6,Q9R0L6,Pcm1,Pericentriolar material 1 protein,Q9R0L6,PCM1_MOUSE,UP000000589_mouse_reviewed_can_220920,60255.56641,63441.03516,63265.49219,49209.75,48105.19922,72195.46875,48973.15625,44251.33203,48976.5625,39516.08984,48032.94922
Q9R0M4,Q9R0M4,Podxl,Podocalyxin,Q9R0M4,PODXL_MOUSE,UP000000589_mouse_reviewed_can_220920,197742.4219,187789.6875,173058.0781,149929.5938,185968.4844,175697.125,177634.3125,166724.0781,172442.3281,166472.7188,174277.6875
Q9R0M6,Q9R0M6,Rab9a,Ras-related protein Rab-9A,Q9R0M6,RAB9A_MOUSE,UP000000589_mouse_reviewed_can_220920,33409.62891,31600.50391,28662.76367,36793.79297,28112.64258,27278.95117,31155.32422,30234.75391,34955.54297,26309.37109,30056.60352
Q9R0N0,Q9R0N0,Galk1,Galactokinase,Q9R0N0,GALK1_MOUSE,UP000000589_mouse_reviewed_can_220920,2656966,2581438.75,2782138,2880709.25,2469981.5,2876929,2632396,2587346,2733236.5,2346900.5,2558052
Q9R0P3,Q9R0P3,Esd,S-formylglutathione hydrolase,Q9R0P3,ESTD_MOUSE,UP000000589_mouse_reviewed_can_220920,1549898.75,1589833.375,1708656.625,1489838.375,1440783.875,2027174.625,1896183.875,1911210.75,1611096.5,1666052,1602738.25
Q9R0P4,Q9R0P4,Smap,Small acidic protein,Q9R0P4,SMAP_MOUSE,UP000000589_mouse_reviewed_can_220920,3570.677246,2903.296387,1695.870483,4334.967285,3847.015869,7213.407227,4333.108887,4076.489258,5863.763184,4005.852295,3916.987793
Q9R0P5,Q9R0P5,Dstn,Destrin,Q9R0P5,DEST_MOUSE,UP000000589_mouse_reviewed_can_220920,2337833.25,2614315.5,2471115.25,2799814.5,2310946,1731693.875,1652997,1758819.625,2348097,2072546,2038249.75
Q9R0P6,Q9R0P6,Sec11a,Signal peptidase complex catalytic subunit SEC11A,Q9R0P6,SC11A_MOUSE,UP000000589_mouse_reviewed_can_220920,88703.59375,84777.14063,77721.52344,88787.32813,73331.5,62201.53906,98508.86719,103513.1016,78344.16406,71683.55469,83023.05469
Q9R0P9,Q9R0P9,Uchl1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,Q9R0P9,UCHL1_MOUSE,UP000000589_mouse_reviewed_can_220920,201377.0469,209414.2813,201549.625,215540.6875,185917.25,173461.125,181198.0313,216106.5938,273037.875,292404.0938,261018.0469
Q9R0Q3,Q9R0Q3,Tmed2,Transmembrane emp24 domain-containing protein 2,Q9R0Q3,TMED2_MOUSE,UP000000589_mouse_reviewed_can_220920,63987.52734,76427.29688,70977.14063,69493.71094,82322.33594,49894.25781,47987.28516,60986.9375,71145.92188,86218.83594,82081.67969
Q9R0Q6,Q9R0Q6,Arpc1a,Actin-related protein 2/3 complex subunit 1A,Q9R0Q6,ARC1A_MOUSE,UP000000589_mouse_reviewed_can_220920,278819.4063,269325.625,288290.8438,264329.7188,266884,309937.2813,287825.375,292480.6875,250173.8594,278714.125,269108.3125
Q9R0Q7,Q9R0Q7,Ptges3,Prostaglandin E synthase 3,Q9R0Q7,TEBP_MOUSE,UP000000589_mouse_reviewed_can_220920,866334.25,869622.5625,910350.4375,892468.5,830906.3125,676629.375,676294.625,735502.375,841718.375,742746.0625,730329.6875
Q9R0Q9,Q9R0Q9,Mpdu1,Mannose-P-dolichol utilization defect 1 protein,Q9R0Q9,MPU1_MOUSE,UP000000589_mouse_reviewed_can_220920,50986.41406,61342.85547,48034.42969,39165.92969,59538.42188,52661.21094,37570.24219,63913.55078,70357.48438,52913.44922,58831.35156
Q9R0U0,Q9R0U0,Srsf10,Serine/arginine-rich splicing factor 10,Q9R0U0,SRS10_MOUSE,UP000000589_mouse_reviewed_can_220920,95319.46094,79451.29688,113959.2813,103720.8125,76456.92188,102277.1406,70717.63281,62263.75,100981.4219,53926.34766,64177.70313
Q9R0X4,Q9R0X4,Acot9,"Acyl-coenzyme A thioesterase 9, mitochondrial",Q9R0X4,ACOT9_MOUSE,UP000000589_mouse_reviewed_can_220920,466687.3438,411481.5625,390941.4375,416638.5625,414867.9063,436061.9375,425084.5625,383352.6563,370462.0938,360703.2813,368044.8125
Q9R0Y5,Q9R0Y5,Ak1,Adenylate kinase isoenzyme 1,Q9R0Y5,KAD1_MOUSE,UP000000589_mouse_reviewed_can_220920,11752853,12479080,11820654,11596195,13561904,13266530,12158227,13553414,12509845,13198328,12646686
Q9R111,Q9R111,Gda,Guanine deaminase,Q9R111,GUAD_MOUSE,UP000000589_mouse_reviewed_can_220920,154192.0156,175143.7031,156428.5156,162311.5938,152896.3594,118931.0625,123559.1484,127242.4297,167378.0156,145362.6406,131952.9844
Q9R112,Q9R112,Sqor,"Sulfide:quinone oxidoreductase, mitochondrial",Q9R112,SQOR_MOUSE,UP000000589_mouse_reviewed_can_220920,736975.8125,672579.6875,643834,642731.125,633661.8125,735262.5625,730686.75,724105.4375,732413.5,753704.8125,846009.5
Q9R118,Q9R118,Htra1,Serine protease HTRA1,Q9R118,HTRA1_MOUSE,UP000000589_mouse_reviewed_can_220920,8262.960938,2697.097656,6263.32666,4351.088379,4302.991699,5501.598633,6162.036621,4278.158691,4986.603027,4938.285645,3250.979736
Q9R190,Q9R190,Mta2,Metastasis-associated protein MTA2,Q9R190,MTA2_MOUSE,UP000000589_mouse_reviewed_can_220920,26747.42188,23736.26367,27076.80273,22720.42578,24044.12305,48079.27734,27564.2793,35372.23047,39700.50781,25062.91797,24898.38086
Q9R1P0,Q9R1P0,Psma4,Proteasome subunit alpha type-4,Q9R1P0,PSA4_MOUSE,UP000000589_mouse_reviewed_can_220920,537083.8125,511882.3438,568292.625,538775.5,532580.875,662614.875,565662.6875,615602.3125,564171.625,516659.6875,526866.25
Q9R1P1,Q9R1P1,Psmb3,Proteasome subunit beta type-3,Q9R1P1,PSB3_MOUSE,UP000000589_mouse_reviewed_can_220920,124360.9141,124762.8594,122267.1641,125495.7031,131931.0313,147393.4688,144997.375,154344.2813,145246.4375,138422.2813,132962.8594
Q9R1P3,Q9R1P3,Psmb2,Proteasome subunit beta type-2,Q9R1P3,PSB2_MOUSE,UP000000589_mouse_reviewed_can_220920,594758.25,610375.875,599137.625,618533.6875,600781.6875,574832.8125,646941.375,586352.8125,600509.5625,585915.3125,598490.6875
Q9R1P4,Q9R1P4,Psma1,Proteasome subunit alpha type-1,Q9R1P4,PSA1_MOUSE,UP000000589_mouse_reviewed_can_220920,1431533,1345478.75,1395043,1530073.625,1365396,1299476.25,1270795,1226552,1382579.5,1137186.25,1217355.875
Q9R1Q7,Q9R1Q7,Plp2,Proteolipid protein 2,Q9R1Q7,PLP2_MOUSE,UP000000589_mouse_reviewed_can_220920,127058.4922,32456.98438,108662.7578,96709.07031,53455.82031,20709.14258,63708.00391,34514.77734,16575.48438,19728.19922,11271.97852
Q9R1Q9,Q9R1Q9,Atp6ap1,V-type proton ATPase subunit S1,Q9R1Q9,VAS1_MOUSE,UP000000589_mouse_reviewed_can_220920,11346.54004,12972.76465,10338.83008,16203.34473,8082.985352,13476.12891,22831.47266,11327.24219,11249.76367,12271.00195,11369.96484
Q9R1R2,Q9R1R2,Trim3,Tripartite motif-containing protein 3,Q9R1R2,TRIM3_MOUSE,UP000000589_mouse_reviewed_can_220920,24076.73438,16093.62305,16413.55664,20547.24414,21324.21289,27699.71289,28555.05664,22217.79492,16783.00977,20803.69141,15815.38965
Q9R1S8,Q9R1S8,Capn7,Calpain-7,Q9R1S8,CAN7_MOUSE,UP000000589_mouse_reviewed_can_220920,23905.96484,18517.26367,24226.90625,23562.68164,20078.44531,18862.375,21664.72852,19089.42578,16889.25195,15848.7959,16716.1875
Q9R1T2,Q9R1T2,Sae1,SUMO-activating enzyme subunit 1,Q9R1T2,SAE1_MOUSE,UP000000589_mouse_reviewed_can_220920,76648.66406,80366.92188,77681.92188,83651.59375,65477.85938,81399.84375,56441.73438,76279.90625,79147.05469,65705.74219,67760.11719
Q9R1T4,Q9R1T4,Septin6,Septin-6,Q9R1T4,SEPT6_MOUSE,UP000000589_mouse_reviewed_can_220920,34148.27734,33281.10938,41999.13281,38657.67578,43683.46484,18125.77148,19612.36328,19571.43945,51197.45313,28635.15039,19136.32813
Q9R1Z7,Q9R1Z7,Pts,6-pyruvoyl tetrahydrobiopterin synthase,Q9R1Z7,PTPS_MOUSE,UP000000589_mouse_reviewed_can_220920,242585.4063,152959.1563,199540.4063,209903.0625,228557.3906,303160.6875,179061.2969,224252.4219,96377.67188,143124.7188,171379.5625
Q9R1Z8,Q9R1Z8,Sorbs3,Vinexin,Q9R1Z8,VINEX_MOUSE,UP000000589_mouse_reviewed_can_220920,201034.25,223366.2031,214203.4531,214658.5313,228722.3594,197990.7344,155728.1719,185167.6719,211568.9063,190771.5313,186394
Q9R226,Q9R226,Khdrbs3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",Q9R226,KHDR3_MOUSE,UP000000589_mouse_reviewed_can_220920,34785.59375,37529.77734,40434.22656,42036.98047,23429.71484,41143.69141,32828.20703,26855.23242,30840.85352,30564.95508,35606.31641
Q9R229,Q9R229,Bmp10,Bone morphogenetic protein 10,Q9R229,BMP10_MOUSE,UP000000589_mouse_reviewed_can_220920,102243.6953,76012.79688,122858.5156,124796.8125,58134.14844,4370.537598,NaN,Filtered,71490.26563,56544.08203,113982.0078
Q9R257,Q9R257,Hebp1,Heme-binding protein 1,Q9R257,HEBP1_MOUSE,UP000000589_mouse_reviewed_can_220920,304621.0938,201255.7656,211371.1563,371352.2188,222897.1094,75859.94531,49110.10547,41523.67188,61382.26953,48069.48828,55350.53516
Q9R269,Q9R269,Ppl,Periplakin,Q9R269,PEPL_MOUSE,UP000000589_mouse_reviewed_can_220920,4421.916992,42357.29688,61311.62109,13741.48145,34369.10938,11818.80273,17217.08398,18184.61328,63505.99609,21171.26953,49662.12109
Q9WTI7,Q9WTI7,Myo1c,Unconventional myosin-Ic,Q9WTI7,MYO1C_MOUSE,UP000000589_mouse_reviewed_can_220920,411353.875,394823.9375,373683.4063,380927.3125,366976.6875,358819.7813,369672.25,346757.0938,385454.7813,373113.375,364297.7813
Q9WTK5,Q9WTK5,Nfkb2,Nuclear factor NF-kappa-B p100 subunit,Q9WTK5,NFKB2_MOUSE,UP000000589_mouse_reviewed_can_220920,28916.47461,27195.10742,26519.2168,29298.19922,25918.95117,20831.96484,26729.03516,25537.58008,28679.41992,26442.68164,23922.60742
Q9WTK7,Q9WTK7,Stk11,Serine/threonine-protein kinase STK11,Q9WTK7,STK11_MOUSE,UP000000589_mouse_reviewed_can_220920,20814.07031,21218.83789,Filtered,21733.01367,17666.61719,26225.67969,18938.86133,25955.86523,24255.7832,21747.92383,24924.65039
Q9WTL7,Q9WTL7,Lypla2,Acyl-protein thioesterase 2,Q9WTL7,LYPA2_MOUSE,UP000000589_mouse_reviewed_can_220920,79377.02344,86729.88281,79728.50781,79954.28906,80254.33594,76646.53125,80794.32813,74895.92969,79311.4375,76902.64063,83586.72656
Q9WTM5,Q9WTM5,Ruvbl2,RuvB-like 2,Q9WTM5,RUVB2_MOUSE,UP000000589_mouse_reviewed_can_220920,146413.9375,133002.4375,152093.125,150211.6563,143269.6094,136239.5469,115312.1875,121033.3281,133017.4844,105758.2031,103265.9063
Q9WTN0,Q9WTN0,Ggps1,Geranylgeranyl pyrophosphate synthase,Q9WTN0,GGPPS_MOUSE,UP000000589_mouse_reviewed_can_220920,33633.07422,33377.21875,30055.19922,35513.65625,36546.62891,15365.56445,10492.39941,24937.4707,25483.48828,26191.60938,23360.65625
Q9WTP6,Q9WTP6,Ak2,"Adenylate kinase 2, mitochondrial",Q9WTP6,KAD2_MOUSE,UP000000589_mouse_reviewed_can_220920,2476095,2290304.25,2346551.25,2466213.5,2347938,2087278.75,2199878.25,2105342.75,2126611.75,2081869.5,2173841.5
Q9WTP7,Q9WTP7,Ak3,"GTP:AMP phosphotransferase AK3, mitochondrial",Q9WTP7,KAD3_MOUSE,UP000000589_mouse_reviewed_can_220920,1254837.75,1228483.875,1154265.875,1227179.75,1320942.625,1013904,997640.5,1060225.125,1015026.188,1001714.813,959532.5
Q9WTQ5,Q9WTQ5,Akap12,A-kinase anchor protein 12,Q9WTQ5,AKA12_MOUSE,UP000000589_mouse_reviewed_can_220920,152980.5,150209.2969,147776.3281,148108.0313,155578.5625,113429.4531,120610.5625,120196.7266,126249.6406,127636.4922,128464.9844
Q9WTQ8,Q9WTQ8,Timm23,Mitochondrial import inner membrane translocase subunit Tim23,Q9WTQ8,TIM23_MOUSE,UP000000589_mouse_reviewed_can_220920,321131,288508.625,272158.125,312585,276300.2188,263424.5,332460.5625,325319.6875,367974.0625,324244.4375,325599.3438
Q9WTR5,Q9WTR5,Cdh13,Cadherin-13,Q9WTR5,CAD13_MOUSE,UP000000589_mouse_reviewed_can_220920,2192194.75,2159409.25,2034261.875,2049704.625,2048660.375,1737060.5,1572217.25,1498502.125,1577087.875,1759268.875,1745910.5
Q9WTU6,Q9WTU6,Mapk9,Mitogen-activated protein kinase 9,Q9WTU6,MK09_MOUSE,UP000000589_mouse_reviewed_can_220920,16687.625,25313.80469,17774.84961,21757.59961,15599.28125,18750.04102,17613.13086,18449.32617,24290.4082,14668.2832,18718.85742
Q9WTX2,Q9WTX2,Prkra,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,Q9WTX2,PRKRA_MOUSE,UP000000589_mouse_reviewed_can_220920,46894.32031,34292.05469,42961.97656,38541.71094,39121.34375,47987.37109,46886.01563,38395.22266,38047.27344,40771.41406,45440.17969
Q9WTX5,Q9WTX5,Skp1,S-phase kinase-associated protein 1,Q9WTX5,SKP1_MOUSE,UP000000589_mouse_reviewed_can_220920,210912.4531,233086.25,218674,193064.9531,235486.8125,259645.5,246420.2656,259483.6875,240449.1094,272754.7813,240056.2188
Q9WTX6,Q9WTX6,Cul1,Cullin-1,Q9WTX6,CUL1_MOUSE,UP000000589_mouse_reviewed_can_220920,58175.00781,55353.94141,63407.82813,58549.64063,53108.61328,65763.39844,65262.70703,60350.49609,55293.13281,55127.82813,56355.41016
Q9WTZ1,Q9WTZ1,Rnf7,RING-box protein 2,Q9WTZ1,RBX2_MOUSE,UP000000589_mouse_reviewed_can_220920,124899.8672,119276.9375,131621.3594,116441.125,109228.3203,137494.4688,137382.9844,135615.2188,130208.2422,125796.5547,132648.875
Q9WU28,Q9WU28,Pfdn5,Prefoldin subunit 5,Q9WU28,PFD5_MOUSE,UP000000589_mouse_reviewed_can_220920,136446.8438,142779.2969,136213.3125,138465.875,143748.8281,129506.7422,129664.2813,124387.9688,126509.1719,126021.8594,124572.0313
Q9WU78,Q9WU78,Pdcd6ip,Programmed cell death 6-interacting protein,Q9WU78,PDC6I_MOUSE,UP000000589_mouse_reviewed_can_220920,409009.375,394138.0313,403435.5,398059.5625,375758.0313,409661.75,387250.4375,372958.7188,392313.8125,373068.625,399833.4063
Q9WU79,Q9WU79,Prodh,"Proline dehydrogenase 1, mitochondrial",Q9WU79,PROD_MOUSE,UP000000589_mouse_reviewed_can_220920,190207.9688,174431.9219,176381.1406,173671.9063,160719.5,188821.2031,176155.4531,160683.3125,184114.3438,185521.8281,147427.7969
Q9WU84,Q9WU84,Ccs,Copper chaperone for superoxide dismutase,Q9WU84,CCS_MOUSE,UP000000589_mouse_reviewed_can_220920,43686.71875,40984.71875,46231.48438,36580.53516,29014.76758,40148.20703,47105.97656,35853.61719,40403.30859,40422.28125,41724.94922
Q9WUA2,Q9WUA2,Farsb,Phenylalanine--tRNA ligase beta subunit,Q9WUA2,SYFB_MOUSE,UP000000589_mouse_reviewed_can_220920,164832.4531,167997.9688,175025.7656,153497.2969,164507.6719,182703.75,164466.2188,167192.7188,155120.875,148247.625,149498.6563
Q9WUA3,Q9WUA3,Pfkp,"ATP-dependent 6-phosphofructokinase, platelet type",Q9WUA3,PFKAP_MOUSE,UP000000589_mouse_reviewed_can_220920,605564.625,548493.1875,567369.1875,623874.3125,560077.5,594563.75,598822.0625,608645.75,577659.5,616469.9375,477925.4688
Q9WUB3,Q9WUB3,Pygm,"Glycogen phosphorylase, muscle form",Q9WUB3,PYGM_MOUSE,UP000000589_mouse_reviewed_can_220920,5569633,5556073,5630329.5,5377504.5,5304953.5,7117759,7598235,7288507.5,6539994.5,6885345,7113919
Q9WUB4,Q9WUB4,Dctn6,Dynactin subunit 6,Q9WUB4,DCTN6_MOUSE,UP000000589_mouse_reviewed_can_220920,52061.12891,36016.1875,53094.35156,45386.74609,34701.07031,42291.19531,47076.9375,37476.20703,36996.92188,35380.33203,36695.34375
Q9WUD1,Q9WUD1,Stub1,E3 ubiquitin-protein ligase CHIP,Q9WUD1,CHIP_MOUSE,UP000000589_mouse_reviewed_can_220920,139285.4531,110919.3516,138270.8125,133263.2813,127896.3359,120991.8516,110375.1563,98566.98438,103977.4688,105258.25,120682.4688
Q9WUK2,Q9WUK2,Eif4h,Eukaryotic translation initiation factor 4H,Q9WUK2,IF4H_MOUSE,UP000000589_mouse_reviewed_can_220920,959928.25,930098.25,947366,907915.5625,899734.625,868391.9375,849812.5,866631.6875,959465.5625,872300.625,825836.6875
Q9WUL7,Q9WUL7,Arl3,ADP-ribosylation factor-like protein 3,Q9WUL7,ARL3_MOUSE,UP000000589_mouse_reviewed_can_220920,148278.8281,134625.4375,142764.4844,155866.1406,121701.7734,155907.2656,132782.7813,143811.2188,162196.4531,113490.0781,145766
Q9WUM3,Q9WUM3,Coro1b,Coronin-1B,Q9WUM3,COR1B_MOUSE,UP000000589_mouse_reviewed_can_220920,210189.7031,210328.125,198176.1563,238201,203522.0156,193955.5156,174118.9688,180641.4688,216316.7344,174426.2813,168552.1875
Q9WUM4,Q9WUM4,Coro1c,Coronin-1C,Q9WUM4,COR1C_MOUSE,UP000000589_mouse_reviewed_can_220920,298438.4688,316268,289311.0625,322345.0313,315375.6563,274459.2813,254216.3281,269619.5625,306375.0313,297117.8438,273771.8125
Q9WUM5,Q9WUM5,Suclg1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",Q9WUM5,SUCA_MOUSE,UP000000589_mouse_reviewed_can_220920,11425290,10331829,11258750,11391536,10832320,11136186,13457534,12338456,12838351,12674977,12741832
Q9WUP7,Q9WUP7,Uchl5,Ubiquitin carboxyl-terminal hydrolase isozyme L5,Q9WUP7,UCHL5_MOUSE,UP000000589_mouse_reviewed_can_220920,223457.2031,233334.0625,240213.7188,245159.7969,222643.5781,270157.2813,241998.2813,226162.1875,237374.4219,222381.2969,212985.4844
Q9WUQ2,Q9WUQ2,Preb,Prolactin regulatory element-binding protein,Q9WUQ2,PREB_MOUSE,UP000000589_mouse_reviewed_can_220920,46245.95703,42777.77344,57308.5625,50100.20313,43542.01172,24836.72852,41043.45313,41740.64453,45679.38672,49606.41016,50086.19531
Q9WUR2,Q9WUR2,Eci2,Enoyl-CoA delta isomerase 2,Q9WUR2,ECI2_MOUSE,UP000000589_mouse_reviewed_can_220920,2138573.5,2246862.75,2155227.25,2034802,2144182.25,2458687.75,2643187,2412623.5,2203666,2269823,2359145.75
Q9WUR9,Q9WUR9,Ak4,"Adenylate kinase 4, mitochondrial",Q9WUR9,KAD4_MOUSE,UP000000589_mouse_reviewed_can_220920,646667.875,568990.4375,507864.75,576657.9375,535521.3125,631509.5,717110.5,562213.5,497464.1875,583176,609709.25
Q9WUU7,Q9WUU7,Ctsz,Cathepsin Z,Q9WUU7,CATZ_MOUSE,UP000000589_mouse_reviewed_can_220920,121595.3672,108434.0781,103146.4375,125739.4688,110118.2266,87008.42969,71211.78906,82792.28125,121848.875,67657.86719,71203.40625
Q9WUZ7,Q9WUZ7,Sh3bgr,SH3 domain-binding glutamic acid-rich protein,Q9WUZ7,SH3BG_MOUSE,UP000000589_mouse_reviewed_can_220920,909463.5625,947924.125,929871.125,825831.9375,1041160.188,1073995.875,873880.3125,979970.125,865710.1875,896601.375,849591.375
Q9WV02,Q9WV02,Rbmx,"RNA-binding motif protein, X chromosome",Q9WV02,RBMX_MOUSE,UP000000589_mouse_reviewed_can_220920,22067.1582,64930.14453,34828.48828,20288.18555,33167.09766,21867.37695,11093.1748,25714.47266,53462.16016,32382.78711,47741.58594
Q9WV32,Q9WV32,Arpc1b,Actin-related protein 2/3 complex subunit 1B,Q9WV32,ARC1B_MOUSE,UP000000589_mouse_reviewed_can_220920,166306.75,158523.3594,172006.0781,182755.0625,153846.0781,160505.8594,149028.4219,161389.5938,184327.9844,145419.7656,140825.7969
Q9WV35,Q9WV35,Apobec2,C->U-editing enzyme APOBEC-2,Q9WV35,ABEC2_MOUSE,UP000000589_mouse_reviewed_can_220920,1669653.875,1602045.625,1682407.125,1548227.625,1602091.375,1644105.25,1496903.625,1494399.625,1221875,1341287,1366491
