Location	chr	gene_name
24273614	2	RF00602
10616836	1	RN7SL614P
15143289	9	RNU6-559P
247607126	1	RF00026
35746772	16	RNA5SP412
96486582	15	RN7SKP254
32310327	CHR_HSCHR6_MHC_QBL_CTG1	RF00026
193057281	1	SCARNA18B
86125216	3	RF00342
198193139	CHR_HSCHR3_9_CTG3	RF00026
21102843	15	RN7SL400P
124407691	3	RNU6-143P
97100587	2	RN7SL313P
181715185	3	RF01954
88382772	5	RF00156
44927600	15	RNU6-1108P
16539688	19	RN7SL146P
2656624	20	SNORD56
28881726	1	RF00019
17178414	17	RN7SL775P
59647621	2	RNU6-508P
8484746	12	RNU6-275P
43222206	20	RN7SL666P
30419625	16	SNORA80C
72391964	10	RNU6-805P
12924679	10	RNA5SP300
44025020	17	RF00012
148014417	1	RNU1-129P
112977353	11	RNU7-187P
104780288	5	RNU6-334P
34421988	19	RN7SL154P
27200465	7	RF02040
63549374	1	RF02106
33288304	10	RN7SL398P
90001222	6	RN7SKP110
208019638	2	RNU6-360P
31076867	12	RF00072
10399192	11	RNU6ATAC33P
31244761	14	RF00019
32087523	1	RF00017
60081741	10	RF00019
93637179	CHR_HSCHR14_7_CTG1	RF02271
21379382	22	RF00017
201423513	2	RF00019
85442495	2	RN7SL251P
120670127	1	RF00100
75698531	16	RN7SL520P
73241789	3	RNU6-1270P
16982831	20	RF00012
189709539	CHR_HSCHR4_6_CTG12	RNU1-51P
120503037	X	RNU7-37P
121329069	4	RF00019
114866873	6	RNU6-475P
163509484	1	RNA5SP63
96303375	12	RNU4-24P
20175805	2	RNU6-961P
96427200	12	RN7SKP11
118994334	11	RF00017
66344303	7	RNU6-313P
48094801	3	RN7SL664P
46736312	19	RF00019
52692736	3	SNORD69
82078427	5	RN7SL378P
115581315	7	SNORA25B
8439823	21	RNA5-8SN3
121736443	7	RN7SKP277
140779039	4	RF00019
161409554	2	RNA5SP108
97175950	5	RNU1-73P
42221840	3	RNU4-78P
112069104	12	RF00019
202070841	1	RF00019
31766178	CHR_HSCHR6_MHC_COX_CTG1	RF00019
35751574	16	RNA5SP416
12507246	1	SNORA59A
28982852	X	RNA5SP500
176547433	5	RN7SL684P
8797135	9	RNU7-185P
70705167	11	RF00019
82944738	4	RF00019
128483907	7	RF00017
46410454	13	RNU6-68P
35734393	16	RNA5SP406
37832922	6	RN7SL285P
16873708	1	RNU1-5P
72760534	2	RF00592
32412182	18	AC021224.1
72505075	CHR_HG126_PATCH	AC255560.1
72577040	CHR_HG126_PATCH	RNU1-62P
72583719	CHR_HG126_PATCH	AC097369.1
72692054	CHR_HG126_PATCH	RNA5SP136
72378406	CHR_HG126_PATCH	RYBP
210231456	CHR_HG1832_PATCH	SERTAD4-AS1
210232799	CHR_HG1832_PATCH	SERTAD4
210265636	CHR_HG1832_PATCH	ST13P19
210303684	CHR_HG1832_PATCH	AL035414.2
210328252	CHR_HG1832_PATCH	HHAT
210374154	CHR_HG1832_PATCH	RNU5A-8P
210462345	CHR_HG1832_PATCH	AL034351.2
210680180	CHR_HG1832_PATCH	KCNH1
91356877	CHR_HG2022_PATCH	RF01699
91374331	CHR_HG2022_PATCH	ABBA01000935.1
133205277	CHR_HG2030_PATCH	OBP2B
133224905	CHR_HG2030_PATCH	LCN1P1
133302618	CHR_HG2030_PATCH	RF00019
133317942	CHR_HG2030_PATCH	LCN1P2
133328922	CHR_HG2030_PATCH	SURF6
133337876	CHR_HG2030_PATCH	RF00019
133338471	CHR_HG2030_PATCH	MED22
133339138	CHR_HG2030_PATCH	AL772161.2
133348362	CHR_HG2030_PATCH	RPL7A
133349544	CHR_HG2030_PATCH	SNORD24
133350243	CHR_HG2030_PATCH	SNORD36B
133350604	CHR_HG2030_PATCH	SNORD36A
133350995	CHR_HG2030_PATCH	SNORD36C
133351903	CHR_HG2030_PATCH	SURF1
133356700	CHR_HG2030_PATCH	SURF2
133361597	CHR_HG2030_PATCH	SURF4
133376515	CHR_HG2030_PATCH	STKLD1
133406207	CHR_HG2030_PATCH	REXO4
133414506	CHR_HG2030_PATCH	ADAMTS13
133460113	CHR_HG2030_PATCH	CACFD1
133255323	CHR_HG2030_PATCH	ABO
133350829	CHR_HG2030_PATCH	AL593848.2
133391462	CHR_HG2030_PATCH	AL593848.1
26519354	CHR_HG2058_PATCH	DPPA2P2
26529761	CHR_HG2058_PATCH	RPS6KA1
26554542	CHR_HG2058_PATCH	MIR1976
26593243	CHR_HG2058_PATCH	RN7SL679P
26593940	CHR_HG2058_PATCH	RF00019
26602369	CHR_HG2058_PATCH	RNU7-29P
26640377	CHR_HG2058_PATCH	AL627313.2
26645671	CHR_HG2058_PATCH	RF01210
26647447	CHR_HG2058_PATCH	AL627082.2
44431720	CHR_HG2066_PATCH	ZNF445
44498970	CHR_HG2066_PATCH	ZNF852
44524744	CHR_HG2066_PATCH	EI24P3
44528955	CHR_HG2066_PATCH	AC099669.4
44555193	CHR_HG2066_PATCH	ZKSCAN7
44557357	CHR_HG2066_PATCH	AC099669.3
44578223	CHR_HG2066_PATCH	ZNF660
44579938	CHR_HG2066_PATCH	MPRIPP1
44584888	CHR_HG2066_PATCH	ZNF197
44617128	CHR_HG2066_PATCH	ZNF197-AS1
44648727	CHR_HG2066_PATCH	ZNF35
44667412	CHR_HG2066_PATCH	AC092046.1
44709307	CHR_HG2066_PATCH	SOCS5P3
44712639	CHR_HG2066_PATCH	ZNF502
44729592	CHR_HG2066_PATCH	ZNF501
44737657	CHR_HG2066_PATCH	KIAA1143
44761713	CHR_HG2066_PATCH	KIF15
44861865	CHR_HG2066_PATCH	TMEM42
44861884	CHR_HG2066_PATCH	MIR564
44874604	CHR_HG2066_PATCH	TGM4
44899174	CHR_HG2066_PATCH	AC098649.2
44915253	CHR_HG2066_PATCH	ZDHHC3
17189783	CHR_HG2095_PATCH	AL590644.2
17193232	CHR_HG2095_PATCH	AL590644.4
17205126	CHR_HG2095_PATCH	PADI1
17249098	CHR_HG2095_PATCH	PADI3
17277889	CHR_HG2095_PATCH	MIR3972
17310905	CHR_HG2095_PATCH	PADI4
17374905	CHR_HG2095_PATCH	PADI6
17409469	CHR_HG2095_PATCH	AC004824.2
17409469	CHR_HG2095_PATCH	RCC2
112911847	CHR_HG2104_PATCH	SLC16A1
112923423	CHR_HG2104_PATCH	AKR7A2P1
113013524	CHR_HG2104_PATCH	AL357055.4
112956601	CHR_HG2104_PATCH	AL158844.1
67546651	CHR_HG2128_PATCH	RNU6-280P
67631019	CHR_HG2128_PATCH	RF00019
233059967	CHR_HG2232_PATCH	INPP5D
233205199	CHR_HG2232_PATCH	RN7SL32P
233210051	CHR_HG2232_PATCH	ATG16L1
233275727	CHR_HG2232_PATCH	SCARNA5
233288676	CHR_HG2232_PATCH	SCARNA6
233307816	CHR_HG2232_PATCH	SAG
233351132	CHR_HG2232_PATCH	AC013726.2
233354507	CHR_HG2232_PATCH	DGKD
233379843	CHR_HG2232_PATCH	RF00019
239734956	CHR_HG2233_PATCH	AC093802.3
239762860	CHR_HG2233_PATCH	AC093802.4
239892456	CHR_HG2233_PATCH	NDUFA10
41242373	CHR_HG986_PATCH	AC093151.5
41264550	CHR_HG986_PATCH	AC093151.4
41375060	CHR_HG986_PATCH	FO681542.1
41361660	CHR_HG986_PATCH	FOXO6
12822686	CHR_HG1342_HG2282_PATCH	LINC01784
12824605	CHR_HG1342_HG2282_PATCH	PRAMEF11
12838125	CHR_HG1342_HG2282_PATCH	PRAMEF30P
12847408	CHR_HG1342_HG2282_PATCH	HNRNPCL1
12857086	CHR_HG1342_HG2282_PATCH	PRAMEF2
12879224	CHR_HG1342_HG2282_PATCH	PRAMEF4
12892896	CHR_HG1342_HG2282_PATCH	PRAMEF10
12916610	CHR_HG1342_HG2282_PATCH	PRAMEF7
12922554	CHR_HG1342_HG2282_PATCH	RNU6-1072P
12926162	CHR_HG1342_HG2282_PATCH	PRAMEF29P
12938472	CHR_HG1342_HG2282_PATCH	PRAMEF6
13002166	CHR_HG1342_HG2282_PATCH	PRAMEF28P
13022303	CHR_HG1342_HG2282_PATCH	PRAMEF27
13033696	CHR_HG1342_HG2282_PATCH	HNRNPCL3
13041504	CHR_HG1342_HG2282_PATCH	PRAMEF25
13068006	CHR_HG1342_HG2282_PATCH	PRAMEF34P
13077230	CHR_HG1342_HG2282_PATCH	PRAMEF35P
13088323	CHR_HG1342_HG2282_PATCH	HNRNPCL2
13101645	CHR_HG1342_HG2282_PATCH	PRAMEF36P
13119808	CHR_HG1342_HG2282_PATCH	AC245056.2
13121732	CHR_HG1342_HG2282_PATCH	PRAMEF26
13137413	CHR_HG1342_HG2282_PATCH	HNRNPCL4
13145282	CHR_HG1342_HG2282_PATCH	PRAMEF9
12903108	CHR_HG1342_HG2282_PATCH	AC245034.1
12987593	CHR_HG1342_HG2282_PATCH	AC245056.4
12049844	CHR_HG1362_PATCH	BCL2L14
12111163	CHR_HG1362_PATCH	AC007537.4
12111952	CHR_HG1362_PATCH	MIR1244-4
12116025	CHR_HG1362_PATCH	LRP6
12155262	CHR_HG1362_PATCH	AC007537.3
12226674	CHR_HG1362_PATCH	RNU6-545P
12248991	CHR_HG1362_PATCH	AC007621.2
12289227	CHR_HG1362_PATCH	RNU6-318P
12326056	CHR_HG1362_PATCH	MANSC1
12338776	CHR_HG1362_PATCH	RPL23AP66
12355406	CHR_HG1362_PATCH	LOH12CR2
12357079	CHR_HG1362_PATCH	BORCS5
12452108	CHR_HG1362_PATCH	AC007619.3
12474215	CHR_HG1362_PATCH	DUSP16
12485358	CHR_HG1362_PATCH	AC007619.4
12568206	CHR_HG1362_PATCH	AC092824.2
12199641	CHR_HG1362_PATCH	AC007537.5
12566362	CHR_HG1362_PATCH	AC092824.3
39776595	CHR_HG2021_PATCH	LEUTX
39812972	CHR_HG2021_PATCH	AC005393.2
39825350	CHR_HG2021_PATCH	DYRK1B
39829716	CHR_HG2021_PATCH	MIR6719
39834458	CHR_HG2021_PATCH	FBL
39958506	CHR_HG2021_PATCH	PRR13P5
39986272	CHR_HG2021_PATCH	PSMC4
39999401	CHR_HG2021_PATCH	ZNF546
40038651	CHR_HG2021_PATCH	AC007842.2
40043527	CHR_HG2021_PATCH	ZNF780B
40064024	CHR_HG2021_PATCH	AC005614.4
40084419	CHR_HG2021_PATCH	ZNF780A
40106021	CHR_HG2021_PATCH	AC005614.3
39863324	CHR_HG2021_PATCH	FCGBP
133471243	CHR_HG2030_PATCH	SLC2A6
56890001	CHR_HG2062_PATCH	CTBP2P1
74823667	CHR_HG2191_PATCH	AL360225.1
74827639	CHR_HG2191_PATCH	KAT6B
75005112	CHR_HG2191_PATCH	AC018511.4
75025532	CHR_HG2191_PATCH	AC018511.3
75039893	CHR_HG2191_PATCH	DUPD1
118971707	CHR_HG2217_PATCH	FOXR1
118994334	CHR_HG2217_PATCH	RF00017
118994560	CHR_HG2217_PATCH	RF00019
118994824	CHR_HG2217_PATCH	AP003392.11
118998142	CHR_HG2217_PATCH	CCDC84
119003012	CHR_HG2217_PATCH	RPL23AP64
119003742	CHR_HG2217_PATCH	AP003392.7
119005727	CHR_HG2217_PATCH	AP003392.10
119015712	CHR_HG2217_PATCH	RPS25
119018432	CHR_HG2217_PATCH	TRAPPC4
119018944	CHR_HG2217_PATCH	MIR3656
119044187	CHR_HG2217_PATCH	AP003392.12
119044188	CHR_HG2217_PATCH	HYOU1
119065262	CHR_HG2217_PATCH	AP003392.9
119067373	CHR_HG2217_PATCH	AP003392.8
119067691	CHR_HG2217_PATCH	VPS11
119084865	CHR_HG2217_PATCH	HMBS
119024353	CHR_HG2217_PATCH	SLC37A4
122019422	CHR_HG2247_PATCH	BCL7A
122063306	CHR_HG2247_PATCH	AC156455.2
122078722	CHR_HG2247_PATCH	MLXIP
100708325	CHR_HG2249_PATCH	NALCN-AS1
100940862	CHR_HG2249_PATCH	LINC00411
113953705	CHR_HG2288_HG2289_PATCH	C13orf46
113977784	CHR_HG2288_HG2289_PATCH	RASA3
114103635	CHR_HG2288_HG2289_PATCH	RASA3-IT1
18343918	CHR_HG2291_PATCH	AL356585.7
18365205	CHR_HG2291_PATCH	FAM230C
18376478	CHR_HG2291_PATCH	AL356585.6
18418821	CHR_HG2291_PATCH	AL356585.11
18423434	CHR_HG2291_PATCH	GGT4P
18449228	CHR_HG2291_PATCH	AL356585.5
18467462	CHR_HG2291_PATCH	SETD8P1
18501841	CHR_HG2291_PATCH	AL356585.8
18249130	CHR_HG2291_PATCH	AL161418.1
18405408	CHR_HG2291_PATCH	AL356585.9
13169157	CHR_HG1342_HG2282_PATCH	PRAMEF13
13195532	CHR_HG1342_HG2282_PATCH	PRAMEF18
13218690	CHR_HG1342_HG2282_PATCH	PRAMEF31P
13227039	CHR_HG1342_HG2282_PATCH	PRAMEF5
13246366	CHR_HG1342_HG2282_PATCH	PRAMEF32P
13251952	CHR_HG1342_HG2282_PATCH	RNU6-771P
13253862	CHR_HG1342_HG2282_PATCH	PRAMEF8
13276366	CHR_HG1342_HG2282_PATCH	PRAMEF33
13185912	CHR_HG1342_HG2282_PATCH	AC244216.3
13271139	CHR_HG1342_HG2282_PATCH	AC244216.4
61240898	CHR_HG1651_PATCH	AL356131.2
61338976	CHR_HG1651_PATCH	LO000005.1
82169983	CHR_HG2072_PATCH	IBTK
82210338	CHR_HG2072_PATCH	RNU6-130P
82274199	CHR_HG2072_PATCH	AC209420.1
82373409	CHR_HG2072_PATCH	TPBG
92340108	CHR_HG2116_PATCH	NDUFB11P1
92356172	CHR_HG2116_PATCH	FAT3
92370572	CHR_HG2116_PATCH	PGAM1P9
92404267	CHR_HG2116_PATCH	AP000722.2
48539046	CHR_HG2213_PATCH	CTIF
48564795	CHR_HG2213_PATCH	AC048380.4
48670632	CHR_HG2213_PATCH	MIR4743
48677826	CHR_HG2213_PATCH	AC022919.2
48759944	CHR_HG2213_PATCH	AC022919.3
48830302	CHR_HG2213_PATCH	AC093567.2
65353525	CHR_HG2235_PATCH	MAGI1
66133610	CHR_HG2235_PATCH	SLC25A26
66293210	CHR_HG2235_PATCH	RNU6-787P
66323951	CHR_HG2235_PATCH	RN7SL482P
66378893	CHR_HG2235_PATCH	LRIG1
153887097	CHR_HG2239_PATCH	DPP6
88897232	CHR_HG2290_PATCH	IGKV5-2
88915081	CHR_HG2290_PATCH	IGKV7-3
88922328	CHR_HG2290_PATCH	PGBD4P5
88931666	CHR_HG2290_PATCH	IGKV2-4
88947301	CHR_HG2290_PATCH	IGKV1-5
88966262	CHR_HG2290_PATCH	IGKV1-6
88978468	CHR_HG2290_PATCH	IGKV3-7
88992409	CHR_HG2290_PATCH	IGKV1-8
89009982	CHR_HG2290_PATCH	IGKV1-9
89019992	CHR_HG2290_PATCH	IGKV2-10
89027171	CHR_HG2290_PATCH	IGKV3-11
89040224	CHR_HG2290_PATCH	IGKV1-12
89045995	CHR_HG2290_PATCH	IGKV1-13
89078010	CHR_HG2290_PATCH	IGKV2-14
89085177	CHR_HG2290_PATCH	IGKV3-15
89099859	CHR_HG2290_PATCH	IGKV1-16
89117342	CHR_HG2290_PATCH	IGKV1-17
89128724	CHR_HG2290_PATCH	IGKV2-18
89134975	CHR_HG2290_PATCH	IGKV2-19
89142574	CHR_HG2290_PATCH	IGKV3-20
89159751	CHR_HG2290_PATCH	IGKV6-21
89170775	CHR_HG2290_PATCH	IGKV1-22
89172022	CHR_HG2290_PATCH	IGKV2-23
89176328	CHR_HG2290_PATCH	IGKV2-24
89192500	CHR_HG2290_PATCH	IGKV3-25
89196096	CHR_HG2290_PATCH	IGKV2-26
89203509	CHR_HG2290_PATCH	AC244255.2
89213423	CHR_HG2290_PATCH	IGKV1-27
89221698	CHR_HG2290_PATCH	IGKV2-28
89234174	CHR_HG2290_PATCH	IGKV2-29
89244781	CHR_HG2290_PATCH	IGKV2-30
89252211	CHR_HG2290_PATCH	IGKV3-31
89253571	CHR_HG2290_PATCH	IGKV1-32
89266494	CHR_HG2290_PATCH	IGKV1-33
89275298	CHR_HG2290_PATCH	IGKV3-34
89286689	CHR_HG2290_PATCH	IGKV1-35
89295233	CHR_HG2290_PATCH	IGKV2-36
89297264	CHR_HG2290_PATCH	IGKV1-37
89309898	CHR_HG2290_PATCH	IGKV2-38
89319625	CHR_HG2290_PATCH	IGKV1-39
89330110	CHR_HG2290_PATCH	IGKV2-40
87751512	CHR_HG2334_PATCH	ATAD1
87817928	CHR_HG2334_PATCH	CFL1P1
87832818	CHR_HG2334_PATCH	RN7SL78P
87878694	CHR_HG2334_PATCH	AC022016.1
87945469	CHR_HG2334_PATCH	RPL11P3
87994585	CHR_HG2334_PATCH	RF00284
88048102	CHR_HG2334_PATCH	MED6P1
87861956	CHR_HG2334_PATCH	KLLN
87863440	CHR_HG2334_PATCH	PTEN
38587641	CHR_HG26_PATCH	MAP4K1
38596346	CHR_HG26_PATCH	AC008649.4
38619082	CHR_HG26_PATCH	EIF3K
38647649	CHR_HG26_PATCH	ACTN4
38683873	CHR_HG26_PATCH	AC008649.3
38738251	CHR_HG26_PATCH	AC256309.1
38770974	CHR_HG26_PATCH	LGALS7B
38789280	CHR_HG26_PATCH	LGALS7
38797048	CHR_HG26_PATCH	RNU6-140P
38801718	CHR_HG26_PATCH	LGALS4
38815458	CHR_HG26_PATCH	ECH1
38817507	CHR_HG26_PATCH	AC008982.3
38820202	CHR_HG26_PATCH	AC104534.2
38836424	CHR_HG26_PATCH	HNRNPL
38844765	CHR_HG26_PATCH	AC008982.4
38730192	CHR_HG26_PATCH	CAPN12
38797363	CHR_HG26_PATCH	AC256309.2
38807623	CHR_HG26_PATCH	AC104534.3
1012821	CHR_HG107_PATCH	MUC6
1049876	CHR_HG107_PATCH	AC256300.1
1159911	CHR_HG107_PATCH	MUC5AC
1075018	CHR_HG107_PATCH	MUC2
50669804	CHR_HG1311_PATCH	RF00019
50691077	CHR_HG1311_PATCH	RNU6-409P
50738219	CHR_HG1311_PATCH	ACR
50740616	CHR_HG1311_PATCH	FO681507.1
50754693	CHR_HG1311_PATCH	AC002056.3
50756966	CHR_HG1311_PATCH	RPL23AP82
50674637	CHR_HG1311_PATCH	SHANK3
189780336	CHR_HG2023_PATCH	FRG1-DT
189940788	CHR_HG2023_PATCH	FRG1
189973599	CHR_HG2023_PATCH	MLLT10P2
189979902	CHR_HG2023_PATCH	AF146191.4
189982523	CHR_HG2023_PATCH	TUBB7P
190014800	CHR_HG2023_PATCH	RNA5SP174
190017360	CHR_HG2023_PATCH	RNA5SP175
190021078	CHR_HG2023_PATCH	DUX4L9
190037743	CHR_HG2023_PATCH	RARRES2P4
190067620	CHR_HG2023_PATCH	DUX4L8
190128676	CHR_HG2023_PATCH	RPL23AP84
190128687	CHR_HG2023_PATCH	AC215524.2
190024025	CHR_HG2023_PATCH	FRG2
190070926	CHR_HG2023_PATCH	CT476828.18
190074232	CHR_HG2023_PATCH	CT476828.20
190077538	CHR_HG2023_PATCH	CT476828.17
190080844	CHR_HG2023_PATCH	CT476828.1
190084150	CHR_HG2023_PATCH	CT476828.16
190087456	CHR_HG2023_PATCH	CT476828.6
190090762	CHR_HG2023_PATCH	CT476828.9
190094068	CHR_HG2023_PATCH	CT476828.11
190097374	CHR_HG2023_PATCH	CT476828.5
190100680	CHR_HG2023_PATCH	CT476828.15
190103986	CHR_HG2023_PATCH	CT476828.2
190107292	CHR_HG2023_PATCH	DUX4
85955666	CHR_HG2063_PATCH	MGAT4C
86599578	CHR_HG2063_PATCH	AC010196.2
87041747	CHR_HG2063_PATCH	AC079597.2
86938988	CHR_HG2063_PATCH	AC079597.3
57132453	CHR_HG2067_PATCH	RNA5SP266
57070985	CHR_HG2067_PATCH	AC210544.1
99027438	CHR_HG2088_PATCH	SMURF1
99173574	CHR_HG2088_PATCH	KPNA7
16687986	CHR_HG2236_PATCH	AC091493.2
16692745	CHR_HG2236_PATCH	CDYLP1
16802651	CHR_HG2236_PATCH	PLCL2
16933174	CHR_HG2236_PATCH	MIR3714
17042720	CHR_HG2236_PATCH	PLCL2-AS1
16979511	CHR_HG2236_PATCH	AC091491.1
107044649	CHR_HG2266_PATCH	PRKAR2B
107168961	CHR_HG2266_PATCH	HBP1
107192559	CHR_HG2266_PATCH	AC004492.2
107201555	CHR_HG2266_PATCH	COG5
107450200	CHR_HG2266_PATCH	AC255406.1
107470143	CHR_HG2266_PATCH	GPR22
107563617	CHR_HG2266_PATCH	DUS4L
107579690	CHR_HG2266_PATCH	AC004839.2
107580110	CHR_HG2266_PATCH	BCAP29
107603496	CHR_HG2266_PATCH	RF01233
38867870	CHR_HG26_PATCH	RINL
38870195	CHR_HG26_PATCH	AC011455.4
38878591	CHR_HG26_PATCH	SIRT2
38899736	CHR_HG26_PATCH	NFKBIB
38909016	CHR_HG26_PATCH	CCER2
38915302	CHR_HG26_PATCH	SARS2
38915440	CHR_HG26_PATCH	AC011455.3
38930584	CHR_HG26_PATCH	MRPS12
38935333	CHR_HG26_PATCH	ERVK9-11
38941437	CHR_HG26_PATCH	FBXO17
38990750	CHR_HG26_PATCH	FBXO27
179110851	CHR_HG30_PATCH	ADAMTS2
179377505	CHR_HG30_PATCH	AC109479.4
179377531	CHR_HG30_PATCH	AC109479.5
179385819	CHR_HG30_PATCH	AC109479.6
179455294	CHR_HG30_PATCH	AC270306.5
179492015	CHR_HG30_PATCH	RF00015
179503254	CHR_HG30_PATCH	AC270306.2
179522252	CHR_HG30_PATCH	AC270306.6
179527020	CHR_HG30_PATCH	AC270306.3
179550493	CHR_HG30_PATCH	RUFY1
179572092	CHR_HG30_PATCH	PRDX2P3
179597471	CHR_HG30_PATCH	AC270306.1
179630732	CHR_HG30_PATCH	RF00017
179641610	CHR_HG30_PATCH	AC270227.2
179679567	CHR_HG30_PATCH	CBY3
179679612	CHR_HG30_PATCH	CANX
179680016	CHR_HG30_PATCH	HMGB3P22
179733723	CHR_HG30_PATCH	MAML1
179794850	CHR_HG30_PATCH	LTC4S
179798463	CHR_HG30_PATCH	MGAT4B
179799144	CHR_HG30_PATCH	MIR1229
179835986	CHR_HG30_PATCH	MRNIP
179846685	CHR_HG30_PATCH	RN7SKP150
179847888	CHR_HG30_PATCH	RF00019
179859866	CHR_HG30_PATCH	AC008393.3
179862919	CHR_HG30_PATCH	TBC1D9B
179616411	CHR_HG30_PATCH	AC270306.4
179649036	CHR_HG30_PATCH	AC270227.1
179821790	CHR_HG30_PATCH	AC008393.2
49981473	CHR_HG1708_PATCH	OR4C12
50018798	CHR_HG1708_PATCH	OR4C48P
50053408	CHR_HG1708_PATCH	OR4C49P
228407381	CHR_HG2002_PATCH	AL670729.4
228407940	CHR_HG2002_PATCH	TRIM17
228424845	CHR_HG2002_PATCH	HIST3H3
228449163	CHR_HG2002_PATCH	RPL23AP15
228456979	CHR_HG2002_PATCH	HIST3H2A
228458107	CHR_HG2002_PATCH	HIST3H2BB
228462074	CHR_HG2002_PATCH	MIR4666A
228464103	CHR_HG2002_PATCH	HIST3H2BA
228486188	CHR_HG2002_PATCH	AL139288.2
228487061	CHR_HG2002_PATCH	RNF187
228510425	CHR_HG2002_PATCH	BTNL10
228558286	CHR_HG2002_PATCH	RNA5S1
228560525	CHR_HG2002_PATCH	RNA5S2
228620966	CHR_HG2002_PATCH	RNA5S3
228629928	CHR_HG2002_PATCH	RNA5S16
228632170	CHR_HG2002_PATCH	RNA5S17
7380534	CHR_HG2046_PATCH	TNK1
7389727	CHR_HG2046_PATCH	PLSCR3
7389734	CHR_HG2046_PATCH	TMEM256-PLSCR3
7402975	CHR_HG2046_PATCH	TMEM256
7404874	CHR_HG2046_PATCH	NLGN2
7420103	CHR_HG2046_PATCH	AC113189.5
7420360	CHR_HG2046_PATCH	SPEM1
7425615	CHR_HG2046_PATCH	SPEM2
7428863	CHR_HG2046_PATCH	SPEM3
7435443	CHR_HG2046_PATCH	TMEM102
7436557	CHR_HG2046_PATCH	AC113189.6
7438273	CHR_HG2046_PATCH	FGF11
7439159	CHR_HG2046_PATCH	AC113189.8
7439506	CHR_HG2046_PATCH	AC113189.7
7445061	CHR_HG2046_PATCH	CHRNB1
7459366	CHR_HG2046_PATCH	ZBTB4
7481332	CHR_HG2046_PATCH	SLC35G6
7484765	CHR_HG2046_PATCH	POLR2A
57148487	CHR_HG2067_PATCH	LINC01606
404468	CHR_HG2285_HG106_HG2252_PATCH	AC141424.2
410327	CHR_HG2285_HG106_HG2252_PATCH	C17orf97
439978	CHR_HG2285_HG106_HG2252_PATCH	RFLNB
465285	CHR_HG2285_HG106_HG2252_PATCH	AC015853.5
470782	CHR_HG2285_HG106_HG2252_PATCH	VPS53
485254	CHR_HG2285_HG106_HG2252_PATCH	AC015853.4
514680	CHR_HG2285_HG106_HG2252_PATCH	AC015853.6
578116	CHR_HG2285_HG106_HG2252_PATCH	AC027455.3
618908	CHR_HG2285_HG106_HG2252_PATCH	RPS4XP17
561315	CHR_HG2285_HG106_HG2252_PATCH	AC027455.4
599092	CHR_HG2285_HG106_HG2252_PATCH	AC027455.2
21158377	CHR_HG926_PATCH	TMEM159
21194847	CHR_HG926_PATCH	AF001550.3
21197450	CHR_HG926_PATCH	ZP2
21233665	CHR_HG926_PATCH	ANKS4B
21238874	CHR_HG926_PATCH	CRYM
21299903	CHR_HG926_PATCH	AC241640.6
21347129	CHR_HG926_PATCH	AC241640.3
21401067	CHR_HG926_PATCH	AC241640.5
21445752	CHR_HG926_PATCH	SMG1P1
21537276	CHR_HG926_PATCH	AC243614.1
21667851	CHR_HG926_PATCH	AC244647.1
21669138	CHR_HG926_PATCH	AC244647.2
21743762	CHR_HG926_PATCH	AC244647.3
21843633	CHR_HG926_PATCH	RRN3P3
21873920	CHR_HG926_PATCH	MFSD13B
21903168	CHR_HG926_PATCH	AC241556.2
21912295	CHR_HG926_PATCH	AC241556.1
21946236	CHR_HG926_PATCH	POLR3E
21992621	CHR_HG926_PATCH	AC241556.5
22089594	CHR_HG926_PATCH	SDR42E2
22124381	CHR_HG926_PATCH	VWA3A
22189116	CHR_HG926_PATCH	AC243828.1
22193813	CHR_HG926_PATCH	MOSMO
22273285	CHR_HG926_PATCH	AC275435.1
22280238	CHR_HG926_PATCH	PDZD9
22281692	CHR_HG926_PATCH	AC275435.2
22297687	CHR_HG926_PATCH	UQCRC2
22329640	CHR_HG926_PATCH	AC241401.3
22336362	CHR_HG926_PATCH	AC241401.2
22362191	CHR_HG926_PATCH	SMG1P4
22447463	CHR_HG926_PATCH	AC241988.1
22485330	CHR_HG926_PATCH	AC241988.2
22623664	CHR_HG926_PATCH	METTL9
22628477	CHR_HG926_PATCH	IGSF6
22638737	CHR_HG926_PATCH	RNU6-196P
22638977	CHR_HG926_PATCH	RNU6-1005P
22653567	CHR_HG926_PATCH	AC241409.1
22693262	CHR_HG926_PATCH	RF00478
22760761	CHR_HG926_PATCH	SLC7A5P2
22774987	CHR_HG926_PATCH	MIR3680-1
21404361	CHR_HG926_PATCH	AC241640.1
21454850	CHR_HG926_PATCH	AC241640.2
21472115	CHR_HG926_PATCH	AC241640.4
21744964	CHR_HG926_PATCH	AC241410.1
21931486	CHR_HG926_PATCH	AC241556.3
21992614	CHR_HG926_PATCH	AC241556.4
22423969	CHR_HG926_PATCH	AC241401.1
22520552	CHR_HG926_PATCH	AC241409.2
22801555	CHR_HG926_PATCH	AC256236.2
22820947	CHR_HG926_PATCH	AC256236.1
22855983	CHR_HG926_PATCH	AC256236.3
228634040	CHR_HG2002_PATCH	RNA5SP18
228636369	CHR_HG2002_PATCH	DUSP5P1
228638564	CHR_HG2002_PATCH	RF00432
228673218	CHR_HG2002_PATCH	FTH1P2
228720882	CHR_HG2002_PATCH	RHOU
228663708	CHR_HG2002_PATCH	AC275639.1
10492223	CHR_HG2057_PATCH	GCNT2
